Cliente_ID,Fecha_Inicio,Fecha_Fin,Tipo_Contrato,Facturacion_Papel,Metodo_Pago,Cargo_Mensual,Cargo_Total,Antiguedad_Dias,Antiguedad_Meses,Rango_Antiguedad,Genero,Adulto_Mayor,Tiene_Pareja,Tiene_Dependientes,Servicio_Internet,Seguridad_Online,Respaldo_Online,Proteccion_Dispositivo,Soporte_Tecnico,Streaming_TV,Streaming_Peliculas,Multiples_Lineas,Churn
6034-ZRYCV,2014-01-01,2016-09-01,Two year,Yes,Electronic check,54.2,1890.5,974,32,25-48 meses,Female,0,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,No service,1
9746-YKGXB,2015-10-01,2019-03-01,One year,No,Bank transfer (automatic),44.25,1814.25,1247,41,25-48 meses,Male,0,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,No service,1
3926-YZVVX,2016-09-01,No,One year,No,Bank transfer (automatic),50.05,2113.61,1248,41,25-48 meses,Female,0,No,No,DSL,No,No,No,Yes,No,No,No,0
6000-UKLWI,2016-09-01,No,Two year,No,Mailed check,20.15,908.77,1248,41,25-48 meses,Male,0,No,No,No service,No service,No service,No service,No service,No service,No service,No,0
2079-FBMZK,2019-05-01,No,Month-to-month,Yes,Mailed check,69.25,623.25,276,9,0-12 meses,Female,0,No,No,Fiber optic,No,No,No,No,No,No,No,0
6332-FBZRI,2014-07-01,No,One year,Yes,Credit card (automatic),69.35,4646.45,2041,67,49-72 meses,Male,0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Yes,0
2096-XOTMO,2018-10-01,No,Month-to-month,No,Mailed check,19.35,309.6,488,16,13-24 meses,Female,0,Yes,Yes,No service,No service,No service,No service,No service,No service,No service,No,0
3266-FTKHB,2018-09-01,No,Two year,No,Mailed check,19.15,325.55,518,17,13-24 meses,Male,0,No,No,No service,No service,No service,No service,No service,No service,No service,No,0
8221-EQDGL,2017-03-01,No,Month-to-month,No,Mailed check,61.0,2156.35,1067,35,25-48 meses,Male,0,Yes,No,DSL,Yes,Yes,Yes,No,No,No,No,0
2346-LOCWC,2015-04-01,No,Two year,No,Credit card (automatic),20.5,1260.34,1767,58,49-72 meses,Female,0,Yes,Yes,No service,No service,No service,No service,No service,No service,No service,No,0
6608-QQLVK,2019-12-01,No,Month-to-month,Yes,Electronic check,50.5,101.0,62,2,0-12 meses,Male,0,No,No,DSL,No,No,Yes,No,No,No,No,0
0298-XACET,2015-10-01,No,Two year,No,Mailed check,50.2,2610.4,1584,52,49-72 meses,Male,0,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,No service,0
7560-QJAVJ,2014-04-01,No,Two year,No,Bank transfer (automatic),79.6,5572.0,2132,70,49-72 meses,Female,0,No,No,DSL,Yes,No,Yes,Yes,Yes,Yes,No,0
2995-YWTCD,2018-07-01,No,Two year,Yes,Bank transfer (automatic),24.9,506.22,580,19,13-24 meses,Female,0,Yes,Yes,No service,No service,No service,No service,No service,No service,No service,Yes,0
3551-HUAZH,2019-09-01,No,Month-to-month,Yes,Electronic check,74.4,409.2,153,5,0-12 meses,Male,1,No,No,Fiber optic,No,No,No,No,No,No,Yes,0
9137-UIYPG,2017-03-01,2018-04-01,Month-to-month,Yes,Electronic check,106.9,1486.98,396,13,13-24 meses,Female,0,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,No,1
2809-ZMYOQ,2017-06-01,2020-01-01,Month-to-month,Yes,Electronic check,101.35,3141.85,944,31,25-48 meses,Female,0,No,No,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,1
5084-OOVCJ,2018-09-01,No,Month-to-month,Yes,Credit card (automatic),55.35,940.95,518,17,13-24 meses,Female,0,Yes,Yes,DSL,Yes,No,No,Yes,No,No,No,0
0254-WWRKD,2014-07-01,No,One year,No,Credit card (automatic),50.55,3657.8,2041,67,49-72 meses,Female,0,Yes,Yes,DSL,No,Yes,No,No,No,No,No,0
7727-SHVZV,2019-05-01,No,Month-to-month,No,Bank transfer (automatic),19.5,191.3,276,9,0-12 meses,Female,0,No,No,No service,No service,No service,No service,No service,No service,No service,No,0
6302-JGYRJ,2017-03-01,No,One year,Yes,Mailed check,79.45,2780.75,1067,35,25-48 meses,Male,0,No,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Yes,0
5339-PXDVH,2019-10-01,No,Month-to-month,No,Electronic check,90.65,384.36,123,4,0-12 meses,Male,0,No,No,Fiber optic,Yes,No,No,No,Yes,No,Yes,0
2205-LPVGL,2015-04-01,No,One year,Yes,Bank transfer (automatic),89.85,5211.3,1767,58,49-72 meses,Male,1,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Yes,0
8782-NUUOL,2015-02-01,No,One year,No,Mailed check,79.0,4740.0,1826,60,49-72 meses,Male,0,No,No,DSL,Yes,No,Yes,Yes,Yes,Yes,No,0
3685-YLCMQ,2015-02-01,2016-07-01,One year,Yes,Electronic check,104.65,1779.05,516,17,13-24 meses,Male,0,No,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Yes,1
7601-WFVZV,2020-01-01,No,Month-to-month,No,Mailed check,19.55,19.55,31,1,0-12 meses,Male,0,No,No,No service,No service,No service,No service,No service,No service,No service,No,0
4609-KNNWG,2017-11-01,No,Two year,No,Mailed check,19.9,585.66,822,27,25-48 meses,Female,0,Yes,Yes,No service,No service,No service,No service,No service,No service,No service,No,0
4868-AADLV,2014-08-01,No,One year,Yes,Electronic check,116.25,8363.03,2010,66,49-72 meses,Male,1,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0
9529-OFXHY,2018-11-01,No,Month-to-month,Yes,Bank transfer (automatic),87.75,1316.25,457,15,13-24 meses,Male,0,No,No,Fiber optic,Yes,No,No,No,Yes,No,Yes,0
8634-MPHTR,2016-02-01,2019-08-01,Month-to-month,Yes,Electronic check,100.05,4412.2,1277,42,25-48 meses,Male,1,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,1
2669-QVCRG,2016-09-01,No,Month-to-month,Yes,Credit card (automatic),81.3,3333.3,1248,41,25-48 meses,Female,0,No,No,Fiber optic,Yes,No,No,No,No,No,Yes,0
2478-EEWWM,2015-03-01,No,Month-to-month,Yes,Electronic check,44.3,2613.7,1798,59,49-72 meses,Male,0,Yes,No,DSL,No,No,No,No,Yes,Yes,No service,0
9174-IHETN,2015-12-01,No,Two year,No,Credit card (automatic),70.35,3517.5,1523,50,49-72 meses,Female,0,No,Yes,Fiber optic,No,No,No,No,No,No,No,0
2233-TXSIU,2018-09-01,No,One year,No,Credit card (automatic),44.45,755.65,518,17,13-24 meses,Male,0,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,No service,0
9644-UMGQA,2019-08-01,No,Month-to-month,Yes,Electronic check,49.15,303.75,184,6,0-12 meses,Male,0,Yes,Yes,DSL,Yes,No,No,No,No,No,No,0
3256-EZDBI,2015-11-01,No,Month-to-month,Yes,Credit card (automatic),29.45,1592.07,1553,51,49-72 meses,Male,1,Yes,No,DSL,No,Yes,No,No,No,No,No service,0
8761-NSOBC,2016-02-01,2016-05-01,Month-to-month,No,Electronic check,100.55,301.65,90,3,0-12 meses,Male,0,No,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,No,1
0419-YAAPX,2016-01-01,No,Month-to-month,Yes,Credit card (automatic),85.3,4179.7,1492,49,49-72 meses,Male,0,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,No,0
8413-VONUO,2019-08-01,No,Month-to-month,No,Electronic check,95.65,585.38,184,6,0-12 meses,Male,0,No,No,Fiber optic,No,Yes,No,No,Yes,Yes,No,0
0872-CASZJ,2015-03-01,No,One year,Yes,Mailed check,69.1,4076.9,1798,59,49-72 meses,Male,0,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Yes,0
4726-DLWQN,2015-12-01,No,Month-to-month,Yes,Bank transfer (automatic),70.35,3517.5,1523,50,49-72 meses,Male,1,No,No,DSL,Yes,Yes,No,No,Yes,No,Yes,0
8164-OCKUJ,2015-03-01,No,Two year,No,Mailed check,20.6,1215.4,1798,59,49-72 meses,Female,0,Yes,Yes,No service,No service,No service,No service,No service,No service,No service,No,0
3094-JOJAI,2018-08-01,No,Month-to-month,No,Mailed check,74.15,1441.48,549,18,13-24 meses,Male,0,No,No,Fiber optic,No,No,No,No,No,No,Yes,0
9494-MRNYX,2019-04-01,No,Month-to-month,No,Electronic check,75.05,795.53,306,10,0-12 meses,Male,0,No,No,Fiber optic,No,No,No,No,No,No,Yes,0
2599-CZABP,2018-12-01,No,One year,No,Electronic check,44.6,624.4,427,14,13-24 meses,Male,0,Yes,No,DSL,No,No,No,No,No,No,No,0
7945-PRBVF,2017-03-01,No,Two year,No,Bank transfer (automatic),21.45,765.76,1067,35,25-48 meses,Male,0,No,No,No service,No service,No service,No service,No service,No service,No service,No,0
4544-RXFMG,2019-06-01,No,One year,Yes,Mailed check,43.45,354.55,245,8,0-12 meses,Male,0,Yes,Yes,DSL,No,No,No,No,No,No,No,0
0859-YGKFW,2018-08-01,No,One year,No,Bank transfer (automatic),20.05,393.38,549,18,13-24 meses,Male,0,Yes,Yes,No service,No service,No service,No service,No service,No service,No service,No,0
1150-FTQGN,2015-02-01,No,One year,No,Bank transfer (automatic),94.15,5818.47,1826,60,49-72 meses,Female,0,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Yes,0
9223-UCPVT,2019-09-01,No,Month-to-month,No,Electronic check,94.4,472.0,153,5,0-12 meses,Female,0,No,No,Fiber optic,No,No,Yes,No,Yes,Yes,No,0
7196-LIWRH,2019-08-01,No,Two year,No,Mailed check,19.55,117.3,184,6,0-12 meses,Female,0,No,No,No service,No service,No service,No service,No service,No service,No service,No,0
5448-VWNAM,2018-07-01,No,Month-to-month,Yes,Mailed check,75.9,1543.05,580,19,13-24 meses,Female,0,No,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Yes,0
1177-XZBJL,2015-09-01,2018-01-01,One year,No,Bank transfer (automatic),64.15,1814.16,853,28,25-48 meses,Male,0,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Yes,1
3518-FSTWG,2014-02-01,2018-02-01,Two year,Yes,Bank transfer (automatic),109.55,5363.57,1461,48,25-48 meses,Male,1,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Yes,1
9330-VOFSZ,2015-02-01,2019-08-01,Two year,Yes,Credit card (automatic),110.8,6461.86,1642,54,49-72 meses,Female,0,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Yes,1
4351-QLCSU,2019-12-01,No,Month-to-month,Yes,Credit card (automatic),55.0,113.3,62,2,0-12 meses,Female,0,No,No,DSL,No,No,No,No,Yes,No,No,0
0939-EREMR,2019-01-01,No,Month-to-month,No,Mailed check,53.45,750.44,396,13,13-24 meses,Female,0,No,Yes,DSL,No,No,Yes,Yes,No,No,No,0
9389-ACWBI,2019-09-01,No,Month-to-month,No,Credit card (automatic),69.95,349.75,153,5,0-12 meses,Female,0,Yes,Yes,Fiber optic,No,No,No,No,No,No,No,0
5419-JPRRN,2019-11-01,No,Month-to-month,Yes,Electronic check,101.45,313.48,92,3,0-12 meses,Male,0,No,No,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,0
3644-QXEHN,2019-01-01,No,Month-to-month,No,Electronic check,97.0,1311.44,396,13,13-24 meses,Male,0,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,No,0
2911-IJORQ,2017-01-01,No,One year,Yes,Bank transfer (automatic),90.6,3352.2,1126,37,25-48 meses,Male,0,No,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0
5921-NGYRH,2014-10-01,No,Month-to-month,Yes,Mailed check,73.55,4989.63,1949,64,49-72 meses,Male,0,Yes,No,Fiber optic,Yes,No,No,No,No,No,No,0
2100-BDNSN,2019-07-01,No,Month-to-month,No,Bank transfer (automatic),67.95,480.41,215,7,0-12 meses,Female,0,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Yes,0
5998-DZLYR,2015-01-01,No,Two year,Yes,Bank transfer (automatic),94.35,5755.35,1857,61,49-72 meses,Female,0,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Yes,0
0488-GSLFR,2019-10-01,No,Month-to-month,Yes,Electronic check,69.5,278.0,123,4,0-12 meses,Female,0,No,No,Fiber optic,No,No,No,No,No,No,No,0
9318-NKNFC,2019-11-01,No,Month-to-month,Yes,Mailed check,18.85,57.68,92,3,0-12 meses,Male,0,No,No,No service,No service,No service,No service,No service,No service,No service,No,0
3985-HOYPM,2017-12-01,No,One year,No,Mailed check,19.4,504.4,792,26,25-48 meses,Male,0,No,No,No service,No service,No service,No service,No service,No service,No service,No,0
9728-FTTVZ,2019-09-01,No,Month-to-month,Yes,Electronic check,69.2,373.68,153,5,0-12 meses,Female,0,No,No,Fiber optic,No,No,No,No,No,No,No,0
9548-LERKT,2018-02-01,No,Two year,No,Mailed check,19.75,483.48,730,24,13-24 meses,Male,0,Yes,No,No service,No service,No service,No service,No service,No service,No service,No,0
6576-FBXOJ,2018-09-01,No,One year,No,Electronic check,54.6,1002.46,518,17,13-24 meses,Male,0,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,No service,0
4310-KEDTB,2017-12-01,No,Month-to-month,Yes,Mailed check,29.8,821.29,792,26,25-48 meses,Female,0,No,Yes,DSL,No,No,Yes,No,No,No,No service,0
7254-IQWOZ,2019-09-01,No,Month-to-month,Yes,Electronic check,69.65,351.73,153,5,0-12 meses,Male,0,No,No,Fiber optic,No,No,No,No,No,No,No,0
2474-BRUCM,2016-06-01,No,Month-to-month,No,Electronic check,101.85,4481.4,1340,44,25-48 meses,Male,1,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Yes,0
4062-HBMOS,2015-10-01,No,Month-to-month,Yes,Electronic check,103.05,5358.6,1584,52,49-72 meses,Male,0,No,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,0
0742-NXBGR,2019-10-01,No,Month-to-month,Yes,Electronic check,82.3,362.12,123,4,0-12 meses,Female,0,No,No,Fiber optic,No,Yes,Yes,No,No,No,No,0
2676-ISHSF,2020-01-01,No,Month-to-month,No,Mailed check,20.3,20.71,31,1,0-12 meses,Male,0,No,No,No service,No service,No service,No service,No service,No service,No service,No,0
9236-NDUCW,2018-05-01,2019-09-01,Two year,No,Mailed check,35.1,561.6,488,16,13-24 meses,Female,0,No,No,DSL,Yes,No,No,Yes,No,No,No service,1
4753-PADAS,2014-07-01,No,One year,Yes,Bank transfer (automatic),105.7,7081.9,2041,67,49-72 meses,Female,0,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,0
6103-QCKFX,2016-06-01,No,Month-to-month,No,Bank transfer (automatic),56.25,2673.0,1340,44,25-48 meses,Female,0,Yes,Yes,DSL,Yes,No,No,Yes,No,No,No,0
7781-EWARA,2014-04-01,No,One year,No,Electronic check,60.35,4224.5,2132,70,49-72 meses,Male,0,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,No service,0
6110-OHIHY,2019-07-01,No,Month-to-month,No,Electronic check,79.25,593.58,215,7,0-12 meses,Male,0,No,No,Fiber optic,No,No,No,No,Yes,No,No,0
7018-FPXHH,2015-06-01,No,Two year,Yes,Bank transfer (automatic),59.8,3449.26,1706,56,49-72 meses,Male,0,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,No,0
5889-LFOLL,2018-09-01,No,Month-to-month,Yes,Electronic check,84.6,1438.2,518,17,13-24 meses,Female,0,No,No,Fiber optic,No,No,No,No,No,Yes,Yes,0
5708-EVONK,2015-02-01,2017-11-01,Month-to-month,Yes,Bank transfer (automatic),93.4,3082.2,1004,33,25-48 meses,Female,0,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Yes,1
8708-XPXHZ,2016-04-01,2017-09-01,Month-to-month,Yes,Electronic check,94.2,1601.4,518,17,13-24 meses,Female,0,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Yes,1
0616-ATFGB,2019-09-01,No,Month-to-month,No,Electronic check,25.05,131.51,153,5,0-12 meses,Male,1,Yes,No,DSL,No,No,No,No,No,No,No service,0
0572-ZJKLT,2016-04-01,No,Two year,No,Mailed check,99.65,4583.9,1401,46,25-48 meses,Female,0,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Yes,0
5135-RDDQL,2014-11-01,No,Two year,Yes,Bank transfer (automatic),50.65,3190.95,1918,63,49-72 meses,Female,0,Yes,Yes,DSL,Yes,No,No,No,No,No,No,0
1353-LJWEM,2019-03-01,No,Month-to-month,Yes,Electronic check,60.9,690.0,337,11,0-12 meses,Male,0,No,No,DSL,No,Yes,Yes,Yes,No,No,No,0
1794-SWWKL,2018-11-01,No,Month-to-month,Yes,Bank transfer (automatic),59.65,894.75,457,15,13-24 meses,Male,0,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Yes,0
6166-YIPFO,2014-02-01,No,Two year,Yes,Electronic check,64.7,4658.4,2191,72,49-72 meses,Male,0,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No service,0
7016-BPGEU,2017-05-01,No,Month-to-month,Yes,Credit card (automatic),25.1,828.3,1006,33,25-48 meses,Female,0,No,No,DSL,No,No,No,No,No,No,No service,0
6876-ADESB,2019-10-01,No,Month-to-month,No,Electronic check,48.95,195.8,123,4,0-12 meses,Male,0,No,Yes,DSL,No,No,Yes,No,No,No,No,0
9332-GYWLO,2019-08-01,No,Month-to-month,No,Electronic check,54.85,348.85,184,6,0-12 meses,Female,0,Yes,Yes,DSL,No,No,No,No,Yes,No,No,0
1963-SVUCV,2019-12-01,No,Month-to-month,No,Electronic check,45.3,96.94,62,2,0-12 meses,Male,0,No,No,DSL,No,No,No,No,No,No,No,0
4184-VODJZ,2014-11-01,2018-10-01,One year,Yes,Electronic check,91.35,4465.19,1430,47,25-48 meses,Male,0,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Yes,1
0220-EBGCE,2019-09-01,No,Month-to-month,Yes,Electronic check,85.85,467.88,153,5,0-12 meses,Male,0,No,No,Fiber optic,No,No,Yes,No,No,Yes,No,0
1092-WPIVQ,2018-08-01,No,Two year,No,Mailed check,25.1,451.8,549,18,13-24 meses,Female,0,Yes,Yes,No service,No service,No service,No service,No service,No service,No service,Yes,0
7233-IOQNP,2016-07-01,No,Month-to-month,No,Bank transfer (automatic),34.0,1491.24,1310,43,25-48 meses,Female,0,Yes,No,DSL,Yes,No,No,Yes,No,No,No service,0
2834-JKOOW,2018-11-01,No,One year,No,Mailed check,45.9,688.5,457,15,13-24 meses,Female,0,No,No,DSL,Yes,Yes,Yes,Yes,No,No,No service,0
2754-VDLTR,2018-12-01,2019-11-01,Month-to-month,No,Electronic check,95.2,1120.5,335,11,0-12 meses,Male,0,No,Yes,Fiber optic,No,No,No,No,Yes,Yes,Yes,1
2400-FEQME,2015-07-01,No,Two year,No,Mailed check,20.5,1150.05,1676,55,49-72 meses,Male,0,Yes,Yes,No service,No service,No service,No service,No service,No service,No service,No,0
3190-XFANI,2015-10-01,2017-10-01,One year,Yes,Bank transfer (automatic),100.6,2583.41,731,24,13-24 meses,Male,0,No,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Yes,1
7551-DACSP,2019-05-01,No,Month-to-month,Yes,Mailed check,55.3,512.63,276,9,0-12 meses,Male,0,Yes,Yes,DSL,No,Yes,Yes,No,No,No,No,0
4957-SREEC,2014-04-01,2018-12-01,Two year,No,Credit card (automatic),20.35,1253.56,1705,56,49-72 meses,Male,0,Yes,Yes,No service,No service,No service,No service,No service,No service,No service,No,1
7235-NXZCP,2019-09-01,No,Month-to-month,Yes,Mailed check,74.85,374.25,153,5,0-12 meses,Male,1,No,No,Fiber optic,No,No,No,No,No,No,Yes,0
0230-UBYPQ,2014-11-01,No,One year,No,Bank transfer (automatic),36.1,2410.76,1918,63,49-72 meses,Male,1,Yes,No,DSL,Yes,No,No,Yes,No,No,No service,0
4923-ADWXJ,2018-01-01,No,Month-to-month,Yes,Bank transfer (automatic),65.8,1645.0,761,25,25-48 meses,Female,0,No,No,DSL,No,Yes,No,Yes,No,Yes,No,0
1763-KUAAW,2018-08-01,No,One year,No,Bank transfer (automatic),20.35,366.3,549,18,13-24 meses,Female,1,No,No,No service,No service,No service,No service,No service,No service,No service,No,0
1104-TNLZA,2017-10-01,No,Month-to-month,Yes,Electronic check,105.8,3051.27,853,28,25-48 meses,Male,1,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Yes,0
5195-KPUNQ,2015-09-01,No,One year,Yes,Mailed check,96.75,5332.86,1614,53,49-72 meses,Female,1,No,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,No,0
0520-FDVVT,2016-12-01,No,One year,Yes,Bank transfer (automatic),102.35,4122.66,1157,38,25-48 meses,Male,0,No,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,No,0
3439-GVUSX,2020-01-01,No,Month-to-month,No,Mailed check,24.4,24.4,31,1,0-12 meses,Male,0,No,No,DSL,No,No,No,No,No,No,No service,0
1444-VVSGW,2014-03-01,2016-07-01,One year,No,Credit card (automatic),115.65,3302.96,853,28,25-48 meses,Male,0,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1
5712-PTIWW,2019-11-01,No,Month-to-month,Yes,Electronic check,79.85,239.55,92,3,0-12 meses,Male,0,No,No,Fiber optic,No,No,Yes,Yes,No,No,No,0
5949-HGVJL,2017-12-01,No,Month-to-month,Yes,Electronic check,73.05,1956.28,792,26,25-48 meses,Female,0,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,No,0
5203-XEHAX,2017-04-01,No,One year,No,Electronic check,64.35,2187.9,1036,34,25-48 meses,Female,0,No,No,DSL,Yes,Yes,No,No,No,Yes,No,0
1635-HDGFT,2018-07-01,No,Two year,No,Mailed check,20.5,389.5,580,19,13-24 meses,Female,0,No,Yes,No service,No service,No service,No service,No service,No service,No service,No,0
3315-TOTBP,2018-07-01,No,Month-to-month,Yes,Mailed check,76.0,1530.64,580,19,13-24 meses,Male,0,No,No,Fiber optic,No,No,No,No,No,No,Yes,0
8050-XGRVL,2014-12-01,No,One year,No,Credit card (automatic),54.75,3394.5,1888,62,49-72 meses,Female,0,Yes,Yes,DSL,Yes,No,Yes,No,No,No,No,0
6661-HBGWL,2016-04-01,2018-11-01,Month-to-month,Yes,Bank transfer (automatic),104.75,3247.25,944,31,25-48 meses,Female,1,No,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,1
1518-VOWAV,2019-04-01,No,Month-to-month,Yes,Electronic check,74.65,746.5,306,10,0-12 meses,Female,0,No,No,DSL,Yes,Yes,No,No,Yes,Yes,No,0
9828-QHFBK,2018-02-01,No,Month-to-month,Yes,Electronic check,51.15,1227.6,730,24,13-24 meses,Male,0,No,No,DSL,Yes,No,No,No,No,No,No,0
3908-MKIMJ,2014-06-01,No,Two year,Yes,Electronic check,41.95,3137.86,2071,68,49-72 meses,Male,1,Yes,No,DSL,Yes,Yes,Yes,No,No,No,No service,0
5012-YSPJJ,2017-07-01,No,Month-to-month,No,Mailed check,54.35,1718.55,945,31,25-48 meses,Male,0,Yes,Yes,DSL,No,No,Yes,Yes,No,No,No,0
5909-ECHUI,2019-09-01,No,Month-to-month,Yes,Electronic check,56.25,306.56,153,5,0-12 meses,Female,0,No,No,DSL,No,No,No,No,No,Yes,No,0
1309-BXVOQ,2018-04-01,No,Month-to-month,Yes,Electronic check,106.1,2334.2,671,22,13-24 meses,Male,0,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Yes,0
6728-VOIFY,2014-11-01,No,One year,Yes,Electronic check,96.0,6592.32,1918,63,49-72 meses,Female,0,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,No,0
9317-WZPGV,2019-09-01,No,Month-to-month,Yes,Bank transfer (automatic),79.75,414.7,153,5,0-12 meses,Female,1,No,No,Fiber optic,No,No,No,No,No,Yes,No,0
4891-NLUBA,2015-01-01,No,Two year,Yes,Bank transfer (automatic),61.45,3748.45,1857,61,49-72 meses,Female,0,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,No service,0
2856-HYAPG,2019-10-01,No,Month-to-month,No,Electronic check,68.65,274.6,123,4,0-12 meses,Female,0,No,No,Fiber optic,No,No,No,No,No,No,No,0
8969-PRHFK,2018-08-01,No,One year,No,Mailed check,19.65,353.7,549,18,13-24 meses,Male,0,No,No,No service,No service,No service,No service,No service,No service,No service,No,0
0661-KQHNK,2019-08-01,No,One year,No,Credit card (automatic),19.0,120.84,184,6,0-12 meses,Female,0,Yes,Yes,No service,No service,No service,No service,No service,No service,No service,No,0
8709-KRDVL,2017-05-01,No,Month-to-month,Yes,Electronic check,100.0,3300.0,1006,33,25-48 meses,Female,0,No,No,Fiber optic,No,Yes,No,No,Yes,Yes,Yes,0
4488-PSYCG,2018-06-01,No,Month-to-month,No,Bank transfer (automatic),20.25,409.05,610,20,13-24 meses,Male,0,No,No,No service,No service,No service,No service,No service,No service,No service,No,0
1427-VERSM,2015-06-01,No,Month-to-month,Yes,Electronic check,98.7,5527.2,1706,56,49-72 meses,Female,0,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,No,0
9801-NOSHQ,2018-03-01,No,One year,No,Mailed check,19.8,491.83,702,23,13-24 meses,Male,0,No,Yes,No service,No service,No service,No service,No service,No service,No service,No,0
6339-YPSAH,2019-05-01,No,Month-to-month,Yes,Electronic check,73.8,664.2,276,9,0-12 meses,Male,0,No,No,Fiber optic,No,No,Yes,No,No,No,No,0
3621-CEOVK,2018-08-01,No,Month-to-month,Yes,Electronic check,100.2,1857.71,549,18,13-24 meses,Female,1,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Yes,0
6906-ANDWJ,2018-10-01,No,Month-to-month,Yes,Bank transfer (automatic),74.9,1198.4,488,16,13-24 meses,Male,0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Yes,0
2159-TURXX,2019-09-01,No,Month-to-month,No,Credit card (automatic),20.05,100.25,153,5,0-12 meses,Male,0,No,No,No service,No service,No service,No service,No service,No service,No service,No,0
1548-FEHVL,2015-01-01,No,Month-to-month,Yes,Electronic check,106.2,6672.55,1857,61,49-72 meses,Male,0,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Yes,0
3795-CAWEX,2014-04-01,No,Two year,Yes,Credit card (automatic),116.55,8158.5,2132,70,49-72 meses,Male,0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0
6215-NQCPY,2018-11-01,No,Month-to-month,Yes,Electronic check,99.7,1495.5,457,15,13-24 meses,Male,0,No,No,Fiber optic,Yes,No,No,No,Yes,Yes,Yes,0
5647-URDKA,2019-06-01,No,Two year,No,Mailed check,19.7,157.6,245,8,0-12 meses,Male,0,Yes,Yes,No service,No service,No service,No service,No service,No service,No service,No,0
2229-DPMBI,2019-06-01,No,Two year,No,Mailed check,19.5,157.56,245,8,0-12 meses,Female,0,Yes,Yes,No service,No service,No service,No service,No service,No service,No service,No,0
9626-WEQRM,2019-10-01,No,Month-to-month,Yes,Mailed check,29.15,125.93,123,4,0-12 meses,Female,0,No,No,DSL,Yes,No,No,No,No,No,No service,0
2188-SXWVT,2017-04-01,2018-08-01,One year,No,Mailed check,55.0,880.0,487,16,13-24 meses,Female,0,No,No,DSL,Yes,Yes,No,No,No,No,No,1
6258-PVZWJ,2014-06-01,No,Two year,Yes,Credit card (automatic),90.8,6174.4,2071,68,49-72 meses,Male,0,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0
